lat,lng,lift,cell,stack_finish,leach_start,leach_end,leach_days,tons_per_block,ounces_per_block,rmax
65.01889795918368,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01889795918368,-147.35551020408164,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01916326530612,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.36367346938775,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01942857142858,-147.35632653061225,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.36122448979592,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.3604081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.3595918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.35877551020408,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.35795918367347,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01969387755102,-147.35714285714286,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01995918367348,-147.36285714285714,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
65.01995918367348,-147.36204081632653,4,17,2020-08-28,2020-08-31,2020-12-29,120 days,2837.385542168675,38.80980471084337,0.7387905108207091
